pattern,Python,2184.2055723333,2311,5483,1057,12.616717,"Not feasible"
Mining-the-Social-Web-2nd-Edition,Ruby,1228.8707993333,1582,2330,1333,23.612398,feasible
Mining-the-Social-Web,JavaScript,538.84061433333,2494,1114,475,27.521843,"Not feasible"
DataMiningAlgorithm,Java,541.10060366667,962,894,701,28.301811,feasible
orange3,Python,377.75265466667,1650,865,254,14.257964,"Not feasible"
bcoin,JavaScript,357.263724,1220,828,191,52.791172,feasible
php-mpos,PHP,485.761142,1577,817,609,31.283426,feasible
mining,Python,333.26088333333,1314,758,128,113.78265,"Not feasible"
pdftabextract,Python,234.00866433333,418,649,45,8.025993,"Not feasible"
snap,C++,330.93003333333,1937,642,339,11.7901,feasible
p2pool,Python,432.94824866667,2234,641,639,18.844746,"Not feasible"
Open-Source-FPGA-Bitcoin-Miner,VHDL,273.58908413333,2294,536,279,5.7672524,feasible
CudaMiner,C,230.00989433333,1597,488,191,11.029683,feasible
GitMiner,Python,200.53743433333,550,479,110,12.612303,"Not feasible"
tidytext,R,169.50234766667,516,429,71,8.507043,feasible
samoa,Java,170.61765466667,1418,423,79,9.852964,"Not feasible"
NiceHashMiner,C#,218.10603,692,410,206,38.31809,feasible
hearthbreaker,Python,167.39254733333,1240,386,106,10.177642,"Not feasible"
hnpickup,JavaScript,134.25982746667,2119,356,39,7.7794824,"Not feasible"
Recipes-for-Mining-Twitter,JavaScript,167.96076666667,2409,354,127,22.8823,"Not feasible"
astroML,Python,167.62570233333,1777,336,154,12.877107,"Not feasible"
node-open-mining-portal,JavaScript,221.08727133333,1324,314,324,25.261814,"Not feasible"
python-twitter-examples,Python,163.887901,2100,289,192,10.663703,"Not feasible"
tidy-text-mining,CSS,162.84153633333,419,287,178,23.524609,feasible
pymining,Python,122.19113466667,2211,286,69,11.573404,"Not feasible"
streamDM,Scala,126.95826366667,814,265,101,14.874791,feasible
orange,Python,122.187078,1092,263,94,9.561234,"Not feasible"
open-ethereum-pool,Go,176.41180533333,518,262,214,53.235416,feasible
MultiMiner,Groff,129.43948966667,1521,237,136,15.318469,feasible
